,object,animal,datetime
562,rfid,lychee,2025-04-04 12:55:02.580
563,rfid,lychee,2025-04-04 12:55:02.721
564,rfid,lychee,2025-04-04 12:55:02.850
565,rfid,lychee,2025-04-04 12:55:03.069
566,rfid,lychee,2025-04-04 12:55:03.289
567,rfid,lychee,2025-04-04 12:55:03.544
568,rfid,lychee,2025-04-04 12:55:03.665
569,rfid,lychee,2025-04-04 12:55:03.819
570,rfid,lychee,2025-04-04 12:55:03.985
571,rfid,lychee,2025-04-04 12:55:04.109
572,rfid,lychee,2025-04-04 12:55:04.274
573,rfid,lychee,2025-04-04 12:55:04.413
574,rfid,lychee,2025-04-04 12:55:04.654
575,rfid,lychee,2025-04-04 12:55:04.796
576,rfid,lychee,2025-04-04 12:55:04.963
577,rfid,lychee,2025-04-04 12:55:05.132
578,rfid,lychee,2025-04-04 12:55:05.262
579,rfid,lychee,2025-04-04 12:55:05.595
580,rfid,lychee,2025-04-04 12:55:05.715
581,rfid,lychee,2025-04-04 12:55:05.845
582,rfid,lychee,2025-04-04 12:55:05.981
583,rfid,lychee,2025-04-04 12:55:06.140
584,rfid,lychee,2025-04-04 12:55:06.367
585,rfid,lychee,2025-04-04 12:55:06.791
586,rfid,lychee,2025-04-04 12:55:07.043
587,rfid,lychee,2025-04-04 12:55:07.394
588,rfid,lychee,2025-04-04 12:55:07.549
589,rfid,lychee,2025-04-04 12:55:08.100
590,rfid,lychee,2025-04-04 12:55:08.523
591,rfid,lychee,2025-04-04 12:55:08.660
592,rfid,lychee,2025-04-04 12:55:08.897
593,rfid,lychee,2025-04-04 12:55:09.039
594,rfid,lychee,2025-04-04 12:55:09.466
595,rfid,lychee,2025-04-04 12:55:09.813
596,rfid,lychee,2025-04-04 12:55:09.942
597,rfid,lychee,2025-04-04 12:55:10.187
598,rfid,lychee,2025-04-04 12:55:10.424
599,rfid,lychee,2025-04-04 12:55:10.545
600,rfid,lychee,2025-04-04 12:55:10.872
601,rfid,lychee,2025-04-04 12:55:11.111
602,rfid,lychee,2025-04-04 12:55:13.652
603,rfid,lychee,2025-04-04 12:55:14.107
604,rfid,lychee,2025-04-04 12:55:14.330
605,rfid,lychee,2025-04-04 12:55:14.472
606,rfid,lychee,2025-04-04 12:55:14.617
607,rfid,lychee,2025-04-04 12:55:14.779
608,rfid,lychee,2025-04-04 12:55:14.921
609,rfid,lychee,2025-04-04 12:55:15.046
610,rfid,lychee,2025-04-04 12:55:15.167
611,rfid,lychee,2025-04-04 12:55:15.282
612,rfid,lychee,2025-04-04 12:55:15.452
613,rfid,lychee,2025-04-04 12:55:15.578
614,rfid,lychee,2025-04-04 12:55:15.706
615,rfid,lychee,2025-04-04 12:55:15.834
616,rfid,lychee,2025-04-04 12:55:16.558
617,rfid,lychee,2025-04-04 12:55:16.779
618,rfid,lychee,2025-04-04 12:55:16.911
619,rfid,lychee,2025-04-04 12:55:17.126
620,rfid,lychee,2025-04-04 12:55:17.275
621,rfid,lychee,2025-04-04 12:55:17.424
622,rfid,lychee,2025-04-04 12:55:18.012
623,rfid,lychee,2025-04-04 12:55:18.155
624,rfid,lychee,2025-04-04 12:55:18.297
625,rfid,lychee,2025-04-04 12:55:18.433
626,rfid,lychee,2025-04-04 12:55:18.589
627,rfid,lychee,2025-04-04 12:55:18.711
628,rfid,lychee,2025-04-04 12:55:18.832
629,rfid,lychee,2025-04-04 12:55:18.984
630,outerIR,-,2025-04-04 13:08:02.592
631,outerIR,-,2025-04-04 13:08:10.835
632,outerIR,-,2025-04-04 13:08:12.568
633,outerIR,-,2025-04-04 13:08:14.094
634,outerIR,-,2025-04-04 13:08:14.740
635,innerIR,-,2025-04-04 13:08:14.856
636,innerIR,-,2025-04-04 13:08:16.176
637,innerIR,-,2025-04-04 13:08:17.318
638,innerIR,-,2025-04-04 13:08:23.150
639,innerIR,-,2025-04-04 13:08:24.214
640,innerIR,-,2025-04-04 13:08:28.947
641,innerIR,-,2025-04-04 13:08:30.182
642,outerIR,-,2025-04-04 13:08:31.415
643,outerIR,-,2025-04-04 13:08:34.540
644,innerIR,-,2025-04-04 13:08:35.972
645,innerIR,-,2025-04-04 13:08:36.604
646,innerIR,-,2025-04-04 13:08:39.231
647,outerIR,-,2025-04-04 13:08:40.479
648,innerIR,-,2025-04-04 13:08:41.611
649,outerIR,-,2025-04-04 13:08:42.033
650,innerIR,-,2025-04-04 13:08:42.262
651,innerIR,-,2025-04-04 13:08:42.586
652,innerIR,-,2025-04-04 13:08:43.606
653,innerIR,-,2025-04-04 13:08:43.821
654,outerIR,-,2025-04-04 13:08:44.043
655,innerIR,-,2025-04-04 13:08:44.362
656,innerIR,-,2025-04-04 13:08:45.196
657,outerIR,-,2025-04-04 13:08:46.820
658,innerIR,-,2025-04-04 13:08:49.653
659,outerIR,-,2025-04-04 13:08:51.384
660,innerIR,-,2025-04-04 13:08:54.812
661,outerIR,-,2025-04-04 13:08:54.942
662,outerIR,-,2025-04-04 13:08:55.360
663,innerIR,-,2025-04-04 13:08:56.580
664,innerIR,-,2025-04-04 13:08:56.799
665,innerIR,-,2025-04-04 13:08:59.618
666,innerIR,-,2025-04-04 13:09:02.152
667,outerIR,-,2025-04-04 13:09:03.489
668,outerIR,-,2025-04-04 13:09:03.912
669,outerIR,-,2025-04-04 13:09:05.333
670,outerIR,-,2025-04-04 13:09:09.359
671,outerIR,-,2025-04-04 13:09:11.491
672,outerIR,-,2025-04-04 13:09:13.023
673,outerIR,-,2025-04-04 13:09:16.659
674,outerIR,-,2025-04-04 13:09:17.289
675,outerIR,-,2025-04-04 13:09:17.917
676,innerIR,-,2025-04-04 13:09:19.942
677,outerIR,-,2025-04-04 13:09:21.470
678,outerIR,-,2025-04-04 13:09:24.820
679,innerIR,-,2025-04-04 13:09:25.657
680,innerIR,-,2025-04-04 13:09:26.075
681,outerIR,-,2025-04-04 13:09:26.791
682,innerIR,-,2025-04-04 13:09:28.511
683,outerIR,-,2025-04-04 13:09:30.934
684,outerIR,-,2025-04-04 13:09:32.071
685,outerIR,-,2025-04-04 13:09:35.702
686,innerIR,-,2025-04-04 13:09:35.829
687,outerIR,-,2025-04-04 13:09:36.654
688,outerIR,-,2025-04-04 13:09:37.671
689,innerIR,-,2025-04-04 13:09:40.301
690,outerIR,-,2025-04-04 13:09:41.434
691,outerIR,-,2025-04-04 13:09:42.456
692,innerIR,-,2025-04-04 13:09:44.684
693,outerIR,-,2025-04-04 13:09:44.808
694,outerIR,-,2025-04-04 13:09:45.726
695,innerIR,-,2025-04-04 13:09:46.752
696,outerIR,-,2025-04-04 13:09:51.887
697,outerIR,-,2025-04-04 13:09:53.922
698,outerIR,-,2025-04-04 13:10:21.498
699,outerIR,-,2025-04-04 13:10:23.035
700,outerIR,-,2025-04-04 13:10:24.367
701,outerIR,-,2025-04-04 13:10:24.889
702,outerIR,-,2025-04-04 13:10:26.414
703,outerIR,-,2025-04-04 13:10:39.158
704,outerIR,-,2025-04-04 13:10:44.003
705,outerIR,-,2025-04-04 13:10:44.228
706,outerIR,-,2025-04-04 13:10:45.547
707,outerIR,-,2025-04-04 13:10:46.076
708,outerIR,-,2025-04-04 13:10:49.599
709,innerIR,-,2025-04-04 13:10:50.428
710,innerIR,-,2025-04-04 13:10:51.454
711,outerIR,-,2025-04-04 13:10:51.722
712,innerIR,-,2025-04-04 13:10:53.241
713,outerIR,-,2025-04-04 13:11:37.754
714,outerIR,-,2025-04-04 13:11:37.982
715,outerIR,-,2025-04-04 13:11:38.999
716,innerIR,-,2025-04-04 13:11:40.932
717,outerIR,-,2025-04-04 13:11:41.665
718,innerIR,-,2025-04-04 13:11:41.981
719,innerIR,-,2025-04-04 13:11:45.308
720,outerIR,-,2025-04-04 13:11:47.249
721,outerIR,-,2025-04-04 13:11:50.884
722,outerIR,-,2025-04-04 13:11:53.220
723,outerIR,-,2025-04-04 13:12:31.830
724,outerIR,-,2025-04-04 13:12:32.857
725,outerIR,-,2025-04-04 13:12:34.384
726,outerIR,-,2025-04-04 13:12:35.508
727,outerIR,-,2025-04-04 13:12:40.238
728,outerIR,-,2025-04-04 13:12:45.978
729,outerIR,-,2025-04-04 13:12:50.713
730,outerIR,-,2025-04-04 13:12:51.038
731,outerIR,-,2025-04-04 13:14:40.063
732,outerIR,-,2025-04-04 13:14:43.399
733,outerIR,-,2025-04-04 13:14:43.631
734,innerIR,-,2025-04-04 13:14:43.958
735,innerIR,-,2025-04-04 13:14:44.195
736,outerIR,-,2025-04-04 13:14:48.330
737,outerIR,-,2025-04-04 13:14:51.460
738,innerIR,-,2025-04-04 13:14:52.129
739,rfid,lemon,2025-04-04 13:14:52.190
740,rfid,lemon,2025-04-04 13:14:52.414
741,rfid,lemon,2025-04-04 13:14:52.734
742,rfid,lemon,2025-04-04 13:14:52.854
743,rfid,lemon,2025-04-04 13:14:52.975
744,rfid,lemon,2025-04-04 13:14:53.094
745,rfid,lemon,2025-04-04 13:14:53.214
746,rfid,lemon,2025-04-04 13:14:53.337
747,rfid,lemon,2025-04-04 13:14:53.453
748,rfid,lemon,2025-04-04 13:14:53.574
749,rfid,lemon,2025-04-04 13:14:53.693
750,rfid,lemon,2025-04-04 13:14:53.812
751,rfid,lemon,2025-04-04 13:14:53.928
752,rfid,lemon,2025-04-04 13:14:54.046
753,rfid,lemon,2025-04-04 13:14:54.161
754,rfid,lemon,2025-04-04 13:14:54.378
755,rfid,lemon,2025-04-04 13:14:54.499
756,rfid,lemon,2025-04-04 13:14:54.617
757,rfid,lemon,2025-04-04 13:14:54.733
758,rfid,lemon,2025-04-04 13:14:54.852
759,rfid,lemon,2025-04-04 13:14:54.979
760,rfid,lemon,2025-04-04 13:14:55.095
761,rfid,lemon,2025-04-04 13:14:55.211
762,rfid,lemon,2025-04-04 13:14:55.328
763,rfid,lemon,2025-04-04 13:14:55.451
764,rfid,lemon,2025-04-04 13:14:55.575
765,rfid,lemon,2025-04-04 13:14:55.692
766,rfid,lemon,2025-04-04 13:14:55.810
767,rfid,lemon,2025-04-04 13:14:55.934
768,rfid,lemon,2025-04-04 13:14:56.056
769,rfid,lemon,2025-04-04 13:14:56.172
770,rfid,lemon,2025-04-04 13:14:56.287
771,rfid,lemon,2025-04-04 13:14:56.406
772,rfid,lemon,2025-04-04 13:14:56.522
773,rfid,lemon,2025-04-04 13:14:56.645
774,rfid,lemon,2025-04-04 13:14:56.764
775,rfid,lemon,2025-04-04 13:14:56.881
776,rfid,lemon,2025-04-04 13:14:57.298
777,rfid,lemon,2025-04-04 13:14:57.619
778,rfid,lemon,2025-04-04 13:14:57.738
779,rfid,lemon,2025-04-04 13:14:57.858
780,rfid,lemon,2025-04-04 13:14:57.974
781,rfid,lemon,2025-04-04 13:14:58.094
782,outerIR,-,2025-04-04 13:15:38.435
783,innerIR,-,2025-04-04 13:15:39.871
784,outerIR,-,2025-04-04 13:56:50.345
785,outerIR,-,2025-04-04 13:56:55.022
786,innerIR,-,2025-04-04 13:56:56.852
787,outerIR,-,2025-04-04 13:57:53.276
788,innerIR,-,2025-04-04 13:57:54.801
789,rfid,wolverine,2025-04-04 13:57:54.838
790,rfid,wolverine,2025-04-04 13:57:54.954
791,rfid,wolverine,2025-04-04 13:57:55.176
792,rfid,wolverine,2025-04-04 13:57:55.298
793,rfid,wolverine,2025-04-04 13:57:55.421
794,rfid,wolverine,2025-04-04 13:57:55.538
795,rfid,wolverine,2025-04-04 13:57:55.665
796,rfid,wolverine,2025-04-04 13:57:55.789
797,rfid,wolverine,2025-04-04 13:57:55.913
798,rfid,wolverine,2025-04-04 13:57:56.032
799,rfid,wolverine,2025-04-04 13:57:56.152
800,rfid,wolverine,2025-04-04 13:57:56.472
801,rfid,wolverine,2025-04-04 13:57:56.597
802,rfid,wolverine,2025-04-04 13:57:56.718
803,rfid,wolverine,2025-04-04 13:57:56.834
804,rfid,wolverine,2025-04-04 13:57:56.959
805,rfid,wolverine,2025-04-04 13:57:57.074
806,rfid,wolverine,2025-04-04 13:57:57.193
807,rfid,wolverine,2025-04-04 13:57:57.318
808,rfid,wolverine,2025-04-04 13:57:57.443
809,rfid,wolverine,2025-04-04 13:57:57.561
810,rfid,wolverine,2025-04-04 13:57:57.677
811,rfid,wolverine,2025-04-04 13:57:57.800
812,rfid,wolverine,2025-04-04 13:57:57.917
813,rfid,wolverine,2025-04-04 13:57:58.035
814,rfid,wolverine,2025-04-04 13:57:58.150
815,rfid,wolverine,2025-04-04 13:57:58.271
816,rfid,wolverine,2025-04-04 13:57:58.390
817,rfid,wolverine,2025-04-04 13:57:58.506
818,rfid,wolverine,2025-04-04 13:57:58.621
819,rfid,wolverine,2025-04-04 13:57:58.739
820,rfid,wolverine,2025-04-04 13:57:58.857
821,rfid,wolverine,2025-04-04 13:57:58.972
822,rfid,wolverine,2025-04-04 13:57:59.092
823,rfid,wolverine,2025-04-04 13:57:59.209
824,rfid,wolverine,2025-04-04 13:57:59.323
825,rfid,wolverine,2025-04-04 13:57:59.447
826,rfid,wolverine,2025-04-04 13:57:59.563
827,rfid,wolverine,2025-04-04 13:57:59.882
828,rfid,wolverine,2025-04-04 13:58:00.000
829,rfid,wolverine,2025-04-04 13:58:00.131
830,rfid,wolverine,2025-04-04 13:58:00.355
831,rfid,wolverine,2025-04-04 13:58:00.479
832,rfid,wolverine,2025-04-04 13:58:00.602
833,rfid,wolverine,2025-04-04 13:58:00.718
834,rfid,wolverine,2025-04-04 13:58:00.840
835,rfid,wolverine,2025-04-04 13:58:01.067
836,rfid,wolverine,2025-04-04 13:58:01.182
837,rfid,wolverine,2025-04-04 13:58:01.702
838,rfid,wolverine,2025-04-04 13:58:01.827
839,rfid,wolverine,2025-04-04 13:58:01.942
840,rfid,wolverine,2025-04-04 13:58:02.365
841,rfid,wolverine,2025-04-04 13:58:02.481
842,rfid,wolverine,2025-04-04 13:58:02.600
843,rfid,wolverine,2025-04-04 13:58:02.819
844,rfid,wolverine,2025-04-04 13:58:02.940
845,rfid,wolverine,2025-04-04 13:58:03.061
846,rfid,wolverine,2025-04-04 13:58:03.177
847,rfid,wolverine,2025-04-04 13:58:03.698
848,rfid,wolverine,2025-04-04 13:58:03.817
849,rfid,wolverine,2025-04-04 13:58:03.935
850,rfid,wolverine,2025-04-04 13:58:04.057
851,rfid,wolverine,2025-04-04 13:58:04.274
852,rfid,wolverine,2025-04-04 13:58:04.792
853,rfid,wolverine,2025-04-04 13:58:04.913
854,rfid,wolverine,2025-04-04 13:58:05.332
855,rfid,wolverine,2025-04-04 13:58:05.447
856,rfid,wolverine,2025-04-04 13:58:05.669
857,rfid,wolverine,2025-04-04 13:58:05.790
858,rfid,wolverine,2025-04-04 13:58:05.911
859,rfid,wolverine,2025-04-04 13:58:06.233
860,rfid,wolverine,2025-04-04 13:58:06.350
861,rfid,wolverine,2025-04-04 13:58:06.668
862,rfid,wolverine,2025-04-04 13:58:07.186
863,rfid,wolverine,2025-04-04 13:58:07.300
864,rfid,wolverine,2025-04-04 13:58:07.529
865,rfid,wolverine,2025-04-04 13:58:07.645
866,rfid,wolverine,2025-04-04 13:58:07.769
867,rfid,wolverine,2025-04-04 13:58:07.985
868,rfid,wolverine,2025-04-04 13:58:08.106
869,rfid,wolverine,2025-04-04 13:58:08.228
870,rfid,wolverine,2025-04-04 13:58:08.342
871,rfid,wolverine,2025-04-04 13:58:08.468
872,rfid,wolverine,2025-04-04 13:58:08.590
873,rfid,wolverine,2025-04-04 13:58:08.709
874,rfid,wolverine,2025-04-04 13:58:08.825
875,rfid,wolverine,2025-04-04 13:58:09.040
876,rfid,wolverine,2025-04-04 13:58:09.156
877,rfid,wolverine,2025-04-04 13:58:09.476
878,rfid,wolverine,2025-04-04 13:58:09.608
879,rfid,wolverine,2025-04-04 13:58:09.728
880,rfid,wolverine,2025-04-04 13:58:09.855
881,rfid,wolverine,2025-04-04 13:58:09.974
882,rfid,wolverine,2025-04-04 13:58:10.296
883,rfid,wolverine,2025-04-04 13:58:10.415
884,rfid,wolverine,2025-04-04 13:58:10.534
885,rfid,wolverine,2025-04-04 13:58:10.659
886,rfid,wolverine,2025-04-04 13:58:10.872
887,rfid,wolverine,2025-04-04 13:58:10.989
888,rfid,wolverine,2025-04-04 13:58:11.204
889,rfid,wolverine,2025-04-04 13:58:11.320
890,rfid,wolverine,2025-04-04 13:58:11.452
891,rfid,wolverine,2025-04-04 13:58:11.567
892,rfid,wolverine,2025-04-04 13:58:11.693
893,rfid,wolverine,2025-04-04 13:58:11.911
894,rfid,wolverine,2025-04-04 13:58:12.035
895,rfid,wolverine,2025-04-04 13:58:12.151
896,rfid,wolverine,2025-04-04 13:58:12.273
897,rfid,wolverine,2025-04-04 13:58:12.492
898,rfid,wolverine,2025-04-04 13:58:12.616
899,rfid,wolverine,2025-04-04 13:58:12.742
900,rfid,wolverine,2025-04-04 13:58:12.957
901,rfid,wolverine,2025-04-04 13:58:13.073
902,rfid,wolverine,2025-04-04 13:58:13.191
903,rfid,wolverine,2025-04-04 13:58:13.313
904,rfid,wolverine,2025-04-04 13:58:13.447
905,rfid,wolverine,2025-04-04 13:58:13.566
906,rfid,wolverine,2025-04-04 13:58:13.717
907,rfid,wolverine,2025-04-04 13:58:13.841
908,rfid,wolverine,2025-04-04 13:58:13.957
909,rfid,wolverine,2025-04-04 13:58:14.075
910,rfid,wolverine,2025-04-04 13:58:14.191
911,rfid,wolverine,2025-04-04 13:58:14.308
912,rfid,wolverine,2025-04-04 13:58:14.431
913,rfid,wolverine,2025-04-04 13:58:14.546
914,rfid,wolverine,2025-04-04 13:58:14.668
915,rfid,wolverine,2025-04-04 13:58:14.783
916,outerIR,-,2025-04-04 13:58:16.775
917,innerIR,-,2025-04-04 13:58:17.195
918,rfid,wolverine,2025-04-04 13:58:17.503
919,outerIR,-,2025-04-04 13:58:18.114
920,innerIR,-,2025-04-04 13:58:18.738
921,outerIR,-,2025-04-04 13:58:19.056
922,innerIR,-,2025-04-04 13:58:19.376
923,innerIR,-,2025-04-04 13:58:23.497
924,innerIR,-,2025-04-04 13:58:24.727
925,innerIR,-,2025-04-04 13:58:26.450
926,innerIR,-,2025-04-04 13:58:26.968
927,innerIR,-,2025-04-04 13:58:29.386
928,innerIR,-,2025-04-04 13:58:30.911
929,innerIR,-,2025-04-04 13:58:32.737
930,innerIR,-,2025-04-04 13:58:35.465
931,innerIR,-,2025-04-04 13:58:38.097
932,outerIR,-,2025-04-04 13:58:38.322
933,outerIR,-,2025-04-04 13:58:44.250
934,innerIR,-,2025-04-04 13:58:44.576
935,rfid,wolverine,2025-04-04 13:58:44.666
936,outerIR,-,2025-04-04 13:58:45.198
937,outerIR,-,2025-04-04 13:58:45.622
938,innerIR,-,2025-04-04 13:58:45.739
939,outerIR,-,2025-04-04 13:58:49.461
940,innerIR,-,2025-04-04 13:58:49.889
941,outerIR,-,2025-04-04 13:58:50.408
942,outerIR,-,2025-04-04 14:01:30.437
943,rfid,lychee,2025-04-04 14:01:31.942
944,rfid,lychee,2025-04-04 14:01:32.465
945,rfid,lychee,2025-04-04 14:01:32.582
946,rfid,lychee,2025-04-04 14:01:32.903
947,outerIR,-,2025-04-04 14:08:56.797
948,rfid,lychee,2025-04-04 14:08:57.851
949,rfid,lychee,2025-04-04 14:08:57.966
950,rfid,lychee,2025-04-04 14:08:58.087
951,rfid,lychee,2025-04-04 14:08:58.207
952,rfid,lychee,2025-04-04 14:08:58.428
953,rfid,lychee,2025-04-04 14:08:58.552
954,rfid,lychee,2025-04-04 14:08:58.674
955,rfid,lychee,2025-04-04 14:08:58.792
956,rfid,lychee,2025-04-04 14:08:59.014
957,rfid,lychee,2025-04-04 14:08:59.136
958,rfid,lychee,2025-04-04 14:08:59.251
959,innerIR,-,2025-04-04 14:08:59.325
960,rfid,lychee,2025-04-04 14:08:59.369
961,rfid,lychee,2025-04-04 14:08:59.587
962,rfid,lychee,2025-04-04 14:08:59.708
963,rfid,lychee,2025-04-04 14:08:59.827
964,rfid,lychee,2025-04-04 14:08:59.942
965,rfid,lychee,2025-04-04 14:09:00.068
966,rfid,lychee,2025-04-04 14:09:00.191
967,rfid,lychee,2025-04-04 14:09:00.309
968,rfid,lychee,2025-04-04 14:09:00.426
969,rfid,lychee,2025-04-04 14:09:00.946
970,rfid,lychee,2025-04-04 14:09:01.265
971,rfid,lychee,2025-04-04 14:09:01.381
972,rfid,lychee,2025-04-04 14:09:01.809
973,rfid,lychee,2025-04-04 14:09:02.328
974,rfid,lychee,2025-04-04 14:09:02.647
975,rfid,lychee,2025-04-04 14:09:03.367
976,rfid,lychee,2025-04-04 14:09:03.883
977,rfid,lychee,2025-04-04 14:09:04.205
978,rfid,lychee,2025-04-04 14:09:05.823
979,rfid,lychee,2025-04-04 14:09:05.941
980,rfid,lychee,2025-04-04 14:09:06.059
981,rfid,lychee,2025-04-04 14:09:06.378
982,rfid,lychee,2025-04-04 14:09:10.303
983,rfid,lychee,2025-04-04 14:09:11.135
984,rfid,lychee,2025-04-04 14:09:11.651
985,rfid,lychee,2025-04-04 14:09:11.774
986,rfid,lychee,2025-04-04 14:09:12.289
987,rfid,lychee,2025-04-04 14:09:12.508
988,rfid,lychee,2025-04-04 14:09:12.726
989,rfid,lychee,2025-04-04 14:09:13.045
990,rfid,lychee,2025-04-04 14:09:13.266
991,rfid,lychee,2025-04-04 14:09:13.782
992,rfid,lychee,2025-04-04 14:09:14.298
993,rfid,lychee,2025-04-04 14:09:14.818
994,rfid,lychee,2025-04-04 14:09:14.945
995,rfid,lychee,2025-04-04 14:09:15.263
996,rfid,lychee,2025-04-04 14:09:16.281
997,rfid,lychee,2025-04-04 14:09:16.699
998,rfid,lychee,2025-04-04 14:09:17.115
999,rfid,lychee,2025-04-04 14:09:17.238
1000,rfid,lychee,2025-04-04 14:09:17.855
1001,rfid,lychee,2025-04-04 14:09:17.976
1002,rfid,lychee,2025-04-04 14:09:18.294
1003,rfid,lychee,2025-04-04 14:09:18.615
1004,rfid,lychee,2025-04-04 14:09:19.241
1005,rfid,lychee,2025-04-04 14:09:19.560
1006,rfid,lychee,2025-04-04 14:09:20.477
1007,rfid,lychee,2025-04-04 14:09:20.595
1008,rfid,lychee,2025-04-04 14:09:20.840
1009,rfid,lychee,2025-04-04 14:09:20.960
1010,rfid,lychee,2025-04-04 14:09:21.284
1011,rfid,lychee,2025-04-04 14:09:21.400
1012,rfid,lychee,2025-04-04 14:09:21.618
1013,rfid,lychee,2025-04-04 14:09:21.984
1014,rfid,lychee,2025-04-04 14:09:22.302
1015,rfid,lychee,2025-04-04 14:09:22.426
1016,rfid,lychee,2025-04-04 14:09:22.544
1017,rfid,lychee,2025-04-04 14:09:22.663
1018,rfid,lychee,2025-04-04 14:09:22.788
1019,rfid,lychee,2025-04-04 14:09:23.608
1020,rfid,lychee,2025-04-04 14:09:23.827
1021,rfid,lychee,2025-04-04 14:09:25.246
1022,rfid,lychee,2025-04-04 14:09:25.566
1023,rfid,lychee,2025-04-04 14:09:26.085
1024,rfid,lychee,2025-04-04 14:09:26.207
1025,rfid,lychee,2025-04-04 14:09:26.322
1026,outerIR,-,2025-04-04 14:09:26.603
1027,innerIR,-,2025-04-04 14:15:39.550
1028,outerIR,-,2025-04-04 14:15:39.872
1029,outerIR,-,2025-04-04 14:15:42.793
1030,innerIR,-,2025-04-04 14:17:17.698
1031,outerIR,-,2025-04-04 14:17:17.924
1032,outerIR,-,2025-04-04 14:26:12.502
1033,rfid,lychee,2025-04-04 14:26:13.706
1034,rfid,lychee,2025-04-04 14:26:13.822
1035,rfid,lychee,2025-04-04 14:26:13.941
1036,rfid,lychee,2025-04-04 14:26:14.059
1037,rfid,lychee,2025-04-04 14:26:14.278
1038,rfid,lychee,2025-04-04 14:26:14.404
1039,rfid,lychee,2025-04-04 14:26:14.524
1040,innerIR,-,2025-04-04 14:26:14.729
1041,rfid,lychee,2025-04-04 14:26:14.743
1042,rfid,lychee,2025-04-04 14:26:14.864
1043,rfid,lychee,2025-04-04 14:26:14.981
1044,rfid,lychee,2025-04-04 14:26:15.404
1045,innerIR,-,2025-04-04 14:26:16.955
1046,innerIR,-,2025-04-04 14:26:17.973
1047,rfid,lychee,2025-04-04 14:26:21.230
1048,rfid,lychee,2025-04-04 14:26:22.064
1049,rfid,lychee,2025-04-04 14:26:22.785
1050,rfid,lychee,2025-04-04 14:26:22.904
1051,rfid,lychee,2025-04-04 14:26:23.224
1052,rfid,lychee,2025-04-04 14:26:23.339
1053,rfid,lychee,2025-04-04 14:26:23.558
1054,rfid,lychee,2025-04-04 14:26:23.678
1055,rfid,lychee,2025-04-04 14:26:23.897
1056,rfid,lychee,2025-04-04 14:26:24.013
1057,rfid,lychee,2025-04-04 14:26:24.131
1058,rfid,lychee,2025-04-04 14:26:24.355
1059,rfid,lychee,2025-04-04 14:26:24.471
1060,rfid,lychee,2025-04-04 14:26:24.585
1061,rfid,lychee,2025-04-04 14:26:24.706
1062,rfid,lychee,2025-04-04 14:26:25.026
1063,rfid,lychee,2025-04-04 14:26:25.344
1064,rfid,lychee,2025-04-04 14:26:25.462
1065,rfid,lychee,2025-04-04 14:26:25.580
1066,rfid,lychee,2025-04-04 14:26:25.695
1067,rfid,lychee,2025-04-04 14:26:25.811
1068,rfid,lychee,2025-04-04 14:26:26.028
1069,rfid,lychee,2025-04-04 14:26:26.247
1070,rfid,lychee,2025-04-04 14:26:26.463
1071,rfid,lychee,2025-04-04 14:26:26.779
1072,rfid,lychee,2025-04-04 14:26:26.898
1073,rfid,lychee,2025-04-04 14:26:27.014
1074,session,-,2025-04-04 14:35:48.097
1075,outerIR,-,2025-04-04 14:40:46.985
1076,innerIR,-,2025-04-04 14:40:47.808
1077,rfid,wolverine,2025-04-04 14:40:47.862
1078,rfid,wolverine,2025-04-04 14:40:47.983
1079,rfid,wolverine,2025-04-04 14:40:48.107
1080,rfid,wolverine,2025-04-04 14:40:48.424
1081,rfid,wolverine,2025-04-04 14:40:48.543
1082,rfid,wolverine,2025-04-04 14:40:48.664
1083,rfid,wolverine,2025-04-04 14:40:48.784
1084,rfid,wolverine,2025-04-04 14:40:48.905
1085,rfid,wolverine,2025-04-04 14:40:49.024
1086,rfid,wolverine,2025-04-04 14:40:49.140
1087,rfid,wolverine,2025-04-04 14:41:00.069
1088,outerIR,-,2025-04-04 14:41:02.855
1089,innerIR,-,2025-04-04 14:41:05.384
1090,innerIR,-,2025-04-04 14:41:16.838
1091,outerIR,-,2025-04-04 14:41:17.366
1092,rfid,wolverine,2025-04-04 14:41:17.421
1093,innerIR,-,2025-04-04 14:41:23.394
1094,innerIR,-,2025-04-04 14:41:25.226
1095,outerIR,-,2025-04-04 14:41:29.351
1096,innerIR,-,2025-04-04 14:41:29.579
1097,rfid,wolverine,2025-04-04 14:41:29.960
1098,outerIR,-,2025-04-04 14:41:30.698
1099,innerIR,-,2025-04-04 14:41:46.448
1100,innerIR,-,2025-04-04 14:41:49.787
1101,innerIR,-,2025-04-04 14:41:53.719
1102,innerIR,-,2025-04-04 14:41:55.359
1103,innerIR,-,2025-04-04 14:41:57.488
1104,innerIR,-,2025-04-04 14:42:01.927
1105,innerIR,-,2025-04-04 14:42:03.957
1106,rfid,wolverine,2025-04-04 14:42:04.830
1107,outerIR,-,2025-04-04 14:42:04.882
1108,rfid,wolverine,2025-04-04 14:42:04.951
1109,rfid,wolverine,2025-04-04 14:42:05.067
1110,rfid,wolverine,2025-04-04 14:42:05.187
1111,rfid,wolverine,2025-04-04 14:42:05.312
1112,rfid,wolverine,2025-04-04 14:42:05.431
1113,rfid,wolverine,2025-04-04 14:42:05.549
1114,rfid,wolverine,2025-04-04 14:42:05.671
1115,rfid,wolverine,2025-04-04 14:42:05.794
1116,rfid,wolverine,2025-04-04 14:42:05.910
